univNameCn,univNameEn,univTags,univCategory,province,score,ranking
湖北理工学院,Hubei Polytechnic University,,理工,湖北,24.1,408
江西科技师范大学,Jiangxi Science and Technology Normal University,,师范,江西,24.1,408
青海大学,Qinghai University,一流学科 211,综合,青海,24.1,408
山东建筑大学,Shandong Jianzhu University,,理工,山东,24.1,408
西安财经大学,Xi'an University of Finance and Economics,,财经,陕西,24.1,408
忻州师范学院,Xinzhou Teachers University,,师范,山西,24.1,408
云南农业大学,Yunnan Agricultural University,,农业,云南,24.1,408
安徽理工大学,Anhui University of Science and Technology,,理工,安徽,24.0,415
广东第二师范学院,Guangdong University of Education,,师范,广东,24.0,415
宁波工程学院,Ningbo University of Technology,,理工,浙江,24.0,415
沈阳大学,Shenyang University,,综合,辽宁,24.0,415
沈阳化工大学,Shenyang University of Chemical Technology,,理工,辽宁,24.0,415
赣南医学院,Gannan Medical University,,医药,江西,23.9,420
沈阳理工大学,Shenyang Ligong University,,理工,辽宁,23.9,420
西南科技大学,Southwest University of Science and Technology,,理工,四川,23.9,420
延安大学,Yan'an University,,综合,陕西,23.9,420
遵义医科大学,Zunyi Medical University,,医药,贵州,23.9,420
鲁东大学,Ludong University,,综合,山东,23.8,425
西安文理学院,Xi'an University,,综合,陕西,23.8,425
东华理工大学,East China University of Technology,,理工,江西,23.7,427
哈尔滨学院,Harbin University,,综合,黑龙江,23.7,427
江西农业大学,Jiangxi Agricultural University,,农业,江西,23.7,427
辽宁石油化工大学,Liaoning shihua University,,理工,辽宁,23.7,427
闽江学院,Minjiang University,,理工,福建,23.7,427
曲靖师范学院,Qujing Normal University,,师范,云南,23.7,427
西南林业大学,Southwest Forestry University,,林业,云南,23.7,427
常州工学院,Changzhou Institute of Technology,,理工,江苏,23.6,434
东莞理工学院,Dongguan University of Technology,,理工,广东,23.6,434
石家庄学院,Shijiazhuang University,,综合,河北,23.6,434
中原工学院,Zhongyuan University of Technology,,理工,河南,23.6,434
蚌埠医学院,Bengbu Medical College,,医药,安徽,23.5,438
湖南文理学院,Hunan University of Arts and Science,,综合,湖南,23.5,438
辽宁科技大学,University of Science and Technology Liaoning,,理工,辽宁,23.5,438
唐山学院,Tangshan College,,理工,河北,23.5,438
天津城建大学,Tianjin Chengjian University,,理工,天津,23.5,438
北京服装学院,Beijing Institute of Fashion Technology,,理工,北京,23.4,443
广东石油化工学院,Guangdong University of Petrochemical Technology,,综合,广东,23.4,443
江西中医药大学,Jiangxi University of Traditional Chinese Medicine,,医药,江西,23.4,443
齐齐哈尔大学,Qiqihar University,,综合,黑龙江,23.4,443
山东理工大学,Shandong University of Technology,,理工,山东,23.4,443
陕西理工大学,Shaanxi University of Technology,,理工,陕西,23.4,443
通化师范学院,Tonghua Normal University,,师范,吉林,23.4,443
成都大学,Chengdu University,,综合,四川,23.3,450
廊坊师范学院,Langfang Teachers University,,师范,河北,23.3,450
齐鲁工业大学,Qilu University of Technology,,理工,山东,23.3,450
五邑大学,Wuyi University,,综合,广东,23.3,450
宝鸡文理学院,Baoji University of Arts and Sciences,,师范,陕西,23.2,454
贵州财经大学,Guizhou University of Finance and Economics,,财经,贵州,23.2,454
华北水利水电大学,North China University of Water Resources and Electric Power,,理工,河南,23.2,454
吉林建筑大学,Jilin Jianzhu University,,理工,吉林,23.2,454
青岛农业大学,Qingdao Agricultural University,,农业,山东,23.2,454
上海电机学院,Shanghai Dianji University,,理工,上海,23.2,454
佳木斯大学,Jiamusi University,,综合,黑龙江,23.1,460
沈阳工程学院,Shenyang Institute of Engineering,,理工,辽宁,23.1,460
郑州航空工业管理学院,Zhengzhou University of Aeronautics,,财经,河南,23.1,460
成都信息工程大学,Chengdu University of Information Technology,,理工,四川,23.0,463
黑龙江科技大学,Heilongjiang University of Science and Technology,,理工,黑龙江,23.0,463
河南工程学院,Henan University of Engineering,,理工,河南,23.0,463
湖南财政经济学院,Hunan University of Finance and Economics,,财经,湖南,23.0,463
甘肃农业大学,Gansu Agricultural University,,农业,甘肃,22.9,467
贵州师范大学,Guizhou Normal University,,师范,贵州,22.9,467
临沂大学,Linyi University,,综合,山东,22.9,467
四川轻化工大学,Sichuan University of Science and Engineering,,理工,四川,22.9,467
皖南医学院,Wannan Medical College,,医药,安徽,22.9,467
岭南师范学院,LingNan Normal University,,师范,广东,22.8,472
运城学院,Yuncheng University,,综合,山西,22.8,472
赣南师范大学,GanNan Normal University,,师范,江西,22.7,474
洛阳理工学院,Luoyang Institute of Science and Technology,,理工,河南,22.7,474
太原工业学院,Taiyuan Institute of Technology,,理工,山西,22.7,474
唐山师范学院,Tangshan Normal University,,师范,河北,22.7,474
中国民用航空飞行学院,Civil Aviation Flight University of China,,理工,四川,22.7,474
长江师范学院,Yangtze Normal University,,师范,重庆,22.5,479
湖北文理学院,Hubei University of Arts and Science,,综合,湖北,22.5,479
昆明学院,Kunming University,,综合,云南,22.5,479
内江师范学院,Neijiang Normal University,,师范,四川,22.5,479
天津农学院,Tianjin Agricultural University,,农业,天津,22.5,479
仲恺农业工程学院,Zhongkai University of Agriculture and Engineering,,农业,广东,22.5,479
贵州民族大学,Guizhou Minzu University,,民族,贵州,22.4,485
黑龙江工程学院,Heilongjiang Institute of Technology,,理工,黑龙江,22.4,485
景德镇陶瓷大学,Jingdezhen Ceramic Institute,,理工,江西,22.4,485
许昌学院,Xuchang University,,综合,河南,22.4,485
北部湾大学,Beibu Gulf University,,综合,广西,22.3,489
重庆第二师范学院,Chongqing University of Education,,师范,重庆,22.3,489
内蒙古工业大学,Inner Mongolia University of Technology,,理工,内蒙古,22.3,489
泉州师范学院,Quanzhou Normal University,,师范,福建,22.3,489
北京联合大学,Beijing Union University,,综合,北京,22.2,493
重庆科技学院,Chongqing University of Science and Technology,,理工,重庆,22.2,493
新疆师范大学,Xinjiang Normal University,,师范,新疆,22.2,493
衡阳师范学院,Hengyang Normal University,,师范,湖南,22.1,496
荆楚理工学院,Jingchu University of Technology,,理工,湖北,22.1,496
龙岩学院,Longyan University,,综合,福建,22.1,496
山东工商学院,Shandong Technology and Business University,,财经,山东,22.1,496
天津职业技术师范大学,TianJin University of Technology and Education,,师范,天津,22.1,496
邢台学院,Xingtai University,,师范,河北,22.1,496
肇庆学院,Zhaoqing University,,综合,广东,22.1,496
惠州学院,Huizhou University,,综合,广东,22.0,503
湖南工程学院,Hunan Institute of Engineering,,理工,湖南,22.0,503
湘南学院,Xiangnan University,,综合,湖南,22.0,503
鞍山师范学院,Anshan Normal University Liaoning China,,师范,辽宁,21.9,506
淮阴工学院,Huaiyin Institute of Technology,,理工,江苏,21.9,506
洛阳师范学院,Luoyang Normal University,,师范,河南,21.9,506
商丘师范学院,Shangqiu Normal University,,师范,河南,21.9,506
广西科技大学,Guangxi University of Science and Technology,,理工,广西,21.8,510
安庆师范大学,Anqing Normal University,,师范,安徽,21.7,511
北华航天工业学院,North China Institute of Aerospace Engineering,,理工,河北,21.7,511
成都医学院,Chengdu Medical College,,医药,四川,21.7,511
聊城大学,Liaocheng University,,综合,山东,21.7,511
丽水学院,Lishui University,,师范,浙江,21.7,511
南阳师范学院,Nanyang Normal University,,师范,河南,21.7,511
乐山师范学院,Leshan Normal University,,师范,四川,21.6,517
安徽中医药大学,Anhui University of Chinese Medicine,,医药,安徽,21.5,518
井冈山大学,Jinggangshan University,,综合,江西,21.5,518
南昌工程学院,Nanchang Institute of Technology,,理工,江西,21.5,518
韩山师范学院,Hanshan Normal University,,师范,广东,21.4,521
合肥学院,Hefei University,,理工,安徽,21.4,521
湖南城市学院,Hunan City University,,综合,湖南,21.4,521
莆田学院,Putian University,,综合,福建,21.4,521
青海师范大学,Qinghai Normal University,,师范,青海,21.3,525
合肥师范学院,Hefei Normal University,,师范,安徽,21.2,526
吉林化工学院,Jilin Institute of Chemical Technology,,理工,吉林,21.2,526
兰州城市学院,Lanzhou City University,,综合,甘肃,21.2,526
绵阳师范学院,Mianyang Teachers' College,,师范,四川,21.2,526
韶关学院,Shaoguan University,,综合,广东,21.2,526
咸阳师范学院,Xianyang Normal University,,师范,陕西,21.2,526
河南科技学院,Henan Institute of Science and Technology,,师范,河南,21.1,532
新乡学院,Xinxiang University,,综合,河南,21.1,532
西北民族大学,Northwest Minzu University,,民族,甘肃,21.0,534
黑龙江八一农垦大学,Heilongjiang Bayi Agricultural University,,农业,黑龙江,20.9,535
内蒙古民族大学,Inner Mongolia University for Nationalities,,综合,内蒙古,20.9,535
邯郸学院,Handan College,,师范,河北,20.8,537
宜宾学院,Yibin University,,综合,四川,20.8,537
北方民族大学,North Minzu University,,民族,宁夏,20.7,539
贵州中医药大学,Guizhou University of Traditional Chinese Medicine,,医药,贵州,20.7,539
黄淮学院,Huanghuai University,,综合,河南,20.7,539
贺州学院,Hezhou University,,综合,广西,20.6,542
红河学院,Honghe University,,综合,云南,20.6,542
辽东学院,Eastern Liaoning University,,综合,辽宁,20.6,542
内蒙古农业大学,Inner Mongolia Agricultural University,,农业,内蒙古,20.6,542
齐鲁师范学院,Qilu Normal University,,师范,山东,20.6,542
渭南师范学院,Weinan Normal University,,师范,陕西,20.6,542
长春工程学院,Changchun Institute of Technology,,理工,吉林,20.5,548
内蒙古科技大学,Inner Mongolia University of Science & Technology,,综合,内蒙古,20.5,548
周口师范学院,Zhoukou Normal University,,师范,河南,20.5,548
牡丹江师范学院,Mudanjiang Normal University,,师范,黑龙江,20.4,551
四川文理学院,Sichuan University of Arts and Science,,综合,四川,20.4,551
南阳理工学院,Nanyang Institute of Technology,,理工,河南,20.3,553
内蒙古师范大学,Inner Mongolia Normal University,,师范,内蒙古,20.3,553
山东交通学院,Shandong Jiaotong University,,理工,山东,20.3,553
泰山学院,Taishan University,,综合,山东,20.3,553
滨州学院,Binzhou University,,综合,山东,20.1,557
黄山学院,Huangshan University,,综合,安徽,20.1,557
嘉应学院,Jiaying University,,综合,广东,20.1,557
衢州学院,Quzhou University,,理工,浙江,20.1,557
池州学院,Chizhou University,,师范,安徽,20.0,561
华北科技学院,North China Institute of Science and Technology,,理工,河北,19.9,562
新疆农业大学,Xinjiang Agricultural University,,农业,新疆,19.9,562
河西学院,HeXi University,,综合,甘肃,19.8,564
湖南工学院,Hunan Institute of Technology,,理工,湖南,19.8,564
楚雄师范学院,Chuxiong Normal University,,师范,云南,19.7,566
铜陵学院,Tongling University,,财经,安徽,19.7,566
榆林学院,Yulin University,,师范,陕西,19.7,566
玉溪师范学院,Yuxi Normal University,,师范,云南,19.7,566
河南城建学院,Henan University of Urban Construction,,理工,河南,19.6,570
天水师范学院,Tianshui Normal University,,师范,甘肃,19.6,570
商洛学院,Shangluo University,,师范,陕西,19.5,572
邵阳学院,Shaoyang University,,综合,湖南,19.5,572
贵阳学院,Guiyang University,,综合,贵州,19.4,574
湖南科技学院,Hunan University of Science and Engineering,,理工,湖南,19.4,574
浙江万里学院,Zhejiang Wanli University,,理工,浙江,19.4,574
皖西学院,West AnHui University,,师范,安徽,19.3,577
安阳工学院,Anyang Institute of Technology,,理工,河南,19.2,578
宜春学院,Yichun University,,综合,江西,19.2,578
怀化学院,Huaihua University,,综合,湖南,19.1,580
九江学院,Jiujiang University,,综合,江西,18.8,581
重庆三峡学院,Chongqing Three Gorges University,,综合,重庆,18.7,582
济宁学院,Jining University,,综合,山东,18.7,582
攀枝花学院,Panzhihua University,,综合,四川,18.6,584
滁州学院,Chuzhou University,,师范,安徽,18.5,585
桂林航天工业学院,Guilin University of Aerospace Technology,,理工,广西,18.5,585
潍坊学院,Weifang University,,综合,山东,18.4,587
安徽科技学院,Anhui Science and Technology University,,师范,安徽,18.1,588
伊犁师范大学,Yili Normal University,,师范,新疆,18.1,588
蚌埠学院,Bengbu University,,理工,安徽,18.0,590
平顶山学院,Pingdingshan University,,综合,河南,18.0,590
成都工业学院,Chengdu Technological University,,理工,四川,17.8,592
淮南师范学院,Huainan Normal University,,师范,安徽,17.7,593
陇东学院,Long Dong University,,师范,甘肃,17.5,594
德州学院,Dezhou University,,综合,山东,17.4,595
赤峰学院,Chifeng University,,综合,内蒙古,17.0,596
塔里木大学,Tarim University,,农业,新疆,17.0,596
巢湖学院,Chaohu University,,师范,安徽,16.7,598
铜仁学院,Tongren University,,师范,贵州,16.6,599
西藏大学,Tibet University,一流学科 211,综合,西藏,16.4,600
枣庄学院,Zaozhuang University,,综合,山东,16.4,600
