id,content,nick,score,startTime
1125060329,不好看  不现实 ,hj放弃,1,1614477480000
1125059712,还不错，虽然前几分钟没看成。,y357248493,9,1614477420000
1125059583,整体来说还可以,qoZ102874023,7,1614476880000
1125059556,还不错，特效胜过剧情,奶盖不加葱花,8,1614476820000
1125052724,感觉挺好的。,Handudufra,9,1614476700000
1125038008,无法退票 不合情合理,charming的我,1,1614476700000
1125060139,好看，雷佳音的演技是真的好,_alipay690862979,10,1614476640000
1125059517,非常可以 的,人妖太后哇,10,1614476640000
1125059511,脑洞大开，很好看啊,明潮,10,1614476640000
1125060118,好看！一开始还没看明白。,万俟梓涵,8,1614476580000
1125052696,挺不错比较逼真,惢鰙吥簩i誰鰙俚,10,1614476520000
1125052661,我看到一半我就不耐烦了 小说里面的男主什么都不会还靠一身正气去杀那个神 没谁了,jsx133034905,5,1614476340000
1125059442,还可以，春节档都看了觉得这个一般跟别的比,拉带个饭,7,1614476280000
1125060030,不错，剧情和特效,宝宝爱吃肉2121,8,1614476160000
1125056125,就还可以  不过最后有点烂尾。,喜欢哀酱的大天使,6,1614476160000
1125059394,爸爸找被拐小孩患上精神病，和一帮精神病交缠一块，比较老套常见的剧情，和妖魔鬼怪扯上了脑洞比较大，特效很用心了。,jua329893098,8,1614476040000
1125029350,可以很好看呀,木南whn,7,1614476040000
1125058110,很好看，很激动,黎祖炼,10,1614475980000
1125056069,"想了半天还是打三星半好了。总体效果还是不错的，打戏还是剧情都挺精彩的。可能出于我个人喜好的原因，除了屠灵之外，出彩的女性就没有了(小橘子只能算是线索人物，没有关于她的性格和个人意志，她的存在只是为了激发主人公情感和斗争的。)如果小橘子能有一条属于自己的成长线，应该会比较圆满些。

",夜未晣,7,1614475920000
1125025496,没啥意思，感觉不是很好看，个人观点,雅45,8,1614475800000
1125025494,特效还可以，剧情很一般，没意思，挺无聊的,nEN371216944,1,1614475740000
1125054907,太牛掰了，剧情，特效，做的，有搞笑又有悲伤，估计会有看不懂的，结局挺逗的，冒蓝火的加特林,铁five,10,1614475620000
1125029330,胆小勿看，搞笑还是很可以的,fAj888777699,9,1614475560000
1125025482,挺好看的不错！,OBM385934741,10,1614475500000
1125049990,特效不错！整部片子给人昏昏欲睡的感觉,eQC828482988,7,1614475440000
1125052525,我好像看到了毒液，特效可以的！,sikedahaorui,8,1614475440000
1125054867,好看 值得观赏,夹生小宝,10,1614475380000
1125059254,听着方言还是跟亲切…,我才是拖把,10,1614475320000
1125059241,好看，演技不错,YLM,10,1614475200000
1125054824,不错还都有电影,botalgo,8,1614475140000
1125050989,看着还不错a,mAs770781658,8,1614475140000
